Date,O,H,L,C,50_MA
2025-01-06 21:00:00,1.03819,1.03916,1.03788,1.03881,1.0312278000000001
2025-01-06 22:00:00,1.03882,1.03918,1.03857,1.03878,1.0314908
2025-01-06 23:00:00,1.0388,1.03922,1.03852,1.0386,1.0317608
2025-01-07 00:00:00,1.03864,1.03913,1.03763,1.03885,1.0320152
2025-01-07 01:00:00,1.03878,1.039,1.03815,1.03831,1.0322698
2025-01-07 02:00:00,1.03831,1.03853,1.03771,1.03842,1.0325080000000002
2025-01-07 03:00:00,1.03837,1.03847,1.03761,1.03812,1.032735
2025-01-07 04:00:00,1.03808,1.03829,1.03808,1.03817,1.0329526000000002
2025-01-07 07:00:00,1.03911,1.04031,1.03911,1.03966,1.033211
2025-01-07 08:00:00,1.03966,1.0404,1.03963,1.03973,1.0334612
2025-01-07 09:00:00,1.03977,1.04242,1.03977,1.04145,1.0337488
2025-01-07 10:00:00,1.04146,1.04223,1.04031,1.04218,1.0340534
2025-01-07 11:00:00,1.04276,1.0429599999999999,1.04241,1.04267,1.0343636
2025-01-07 12:00:00,1.04264,1.04343,1.04166,1.04279,1.0346614
2025-01-07 13:00:00,1.04278,1.04283,1.0405,1.04132,1.0349264
2025-01-07 14:00:00,1.04133,1.04168,1.03871,1.03892,1.0351442
2025-01-07 15:00:00,1.03892,1.0405,1.03864,1.03966,1.0353572
2025-01-07 16:00:00,1.03963,1.03975,1.03892,1.03917,1.0355784000000001
2025-01-07 17:00:00,1.03909,1.03909,1.0355,1.03722,1.0357284
2025-01-07 18:00:00,1.03726,1.03812,1.03626,1.03681,1.0358734
2025-01-07 19:00:00,1.03681,1.03737,1.03539,1.03667,1.0360205999999998
2025-01-07 20:00:00,1.03667,1.03693,1.03495,1.03543,1.0361310000000001
2025-01-07 21:00:00,1.03537,1.03596,1.03521,1.03552,1.0362634
2025-01-07 22:00:00,1.03548,1.03561,1.0344,1.03443,1.0363708
2025-01-07 23:00:00,1.03438,1.03441,1.0336400000000001,1.0336400000000001,1.0364478
2025-01-08 00:00:00,1.03371,1.03419,1.03371,1.03416,1.0365366
2025-01-08 01:00:00,1.03409,1.03449,1.03389,1.03415,1.0366172
2025-01-08 02:00:00,1.03415,1.03492,1.03415,1.03466,1.036699
2025-01-08 03:00:00,1.03466,1.03529,1.03453,1.03526,1.0367886
2025-01-08 04:00:00,1.03528,1.0354700000000001,1.03512,1.0354,1.0368938
2025-01-08 05:00:00,1.0354,1.0354,1.03462,1.03476,1.0369788
2025-01-08 06:00:00,1.03474,1.03519,1.03474,1.03511,1.0370754
2025-01-08 07:00:00,1.03511,1.03558,1.03495,1.0354700000000001,1.0371606
2025-01-08 08:00:00,1.03548,1.03573,1.03461,1.03514,1.0372314
2025-01-08 09:00:00,1.0351,1.03514,1.03283,1.03322,1.0372632
2025-01-08 10:00:00,1.03322,1.03396,1.03179,1.03186,1.0372702
2025-01-08 11:00:00,1.03183,1.03263,1.03154,1.03194,1.0372914
2025-01-08 12:00:00,1.03194,1.03211,1.031,1.03189,1.0373042
2025-01-08 13:00:00,1.03189,1.03198,1.02732,1.02976,1.0372446
2025-01-08 14:00:00,1.02973,1.02999,1.02807,1.02826,1.0371096
2025-01-08 15:00:00,1.02825,1.03042,1.02807,1.03032,1.037005
2025-01-08 16:00:00,1.03031,1.03072,1.02889,1.02912,1.0369172
2025-01-08 17:00:00,1.02912,1.03097,1.02912,1.03015,1.0366772
2025-01-08 18:00:00,1.03016,1.03143,1.02945,1.03124,1.0364804
2025-01-08 19:00:00,1.03125,1.03131,1.02981,1.03051,1.036257
2025-01-08 20:00:00,1.03054,1.03156,1.03053,1.03127,1.0360976
2025-01-08 21:00:00,1.03127,1.03242,1.03081,1.03088,1.0359288
2025-01-08 22:00:00,1.03088,1.03167,1.03078,1.03161,1.0357674000000001
2025-01-08 23:00:00,1.03161,1.03192,1.03142,1.03149,1.0356228
2025-01-09 00:00:00,1.03155,1.03187,1.03121,1.0318,1.0354952
2025-01-09 01:00:00,1.03175,1.03185,1.03131,1.03132,1.0353454
2025-01-09 02:00:00,1.03132,1.03147,1.03048,1.03129,1.0351956
2025-01-09 03:00:00,1.0313,1.03172,1.03113,1.03142,1.035052
2025-01-09 04:00:00,1.03142,1.03199,1.0314,1.03164,1.0349078
2025-01-09 05:00:00,1.03163,1.03212,1.03108,1.0311,1.0347636
2025-01-09 06:00:00,1.03109,1.03122,1.03056,1.03089,1.034613
2025-01-09 07:00:00,1.03089,1.03124,1.03053,1.03065,1.0344636
2025-01-09 08:00:00,1.03066,1.03081,1.0297,1.03,1.0343002
2025-01-09 09:00:00,1.03008,1.0308,1.02877,1.02909,1.0340888
2025-01-09 10:00:00,1.0291,1.03075,1.02836,1.03075,1.0339091999999999
2025-01-09 11:00:00,1.03076,1.03174,1.0303,1.03058,1.0336918
2025-01-09 12:00:00,1.03056,1.03124,1.02995,1.0303,1.0334542
2025-01-09 13:00:00,1.03028,1.03043,1.02967,1.0301,1.0332028
2025-01-09 14:00:00,1.0301,1.03049,1.02957,1.03032,1.0329534
2025-01-09 15:00:00,1.03032,1.03185,1.03009,1.03078,1.0327426
2025-01-09 16:00:00,1.03078,1.03145,1.03052,1.03072,1.0325786
2025-01-09 17:00:00,1.03073,1.03094,1.02947,1.02991,1.0323836
2025-01-09 18:00:00,1.02992,1.03009,1.0291,1.02972,1.0321946
2025-01-09 19:00:00,1.02972,1.03016,1.02936,1.02972,1.0320445999999999
2025-01-09 20:00:00,1.02969,1.03022,1.02939,1.03,1.0319084
2025-01-09 21:00:00,1.03001,1.03019,1.02976,1.02978,1.0317706000000002
2025-01-09 22:00:00,1.02981,1.03034,1.02981,1.03009,1.0316637999999998
2025-01-09 23:00:00,1.03009,1.03009,1.02986,1.02992,1.0315518
2025-01-10 00:00:00,1.03011,1.03011,1.0294,1.02998,1.0314628
2025-01-10 01:00:00,1.02995,1.03008,1.02955,1.02964,1.0313828
2025-01-10 02:00:00,1.02965,1.03003,1.02921,1.02954,1.0312904
2025-01-10 03:00:00,1.02952,1.03042,1.02937,1.03017,1.0312108
2025-01-10 04:00:00,1.03017,1.03035,1.02982,1.03016,1.0311208
2025-01-10 05:00:00,1.03016,1.03031,1.02975,1.02983,1.0310122
2025-01-10 06:00:00,1.02983,1.02997,1.02934,1.0295,1.0308941999999999
2025-01-10 07:00:00,1.02951,1.02975,1.02846,1.02857,1.0307704
2025-01-10 08:00:00,1.02857,1.02881,1.02812,1.02816,1.0306314
2025-01-10 09:00:00,1.02817,1.02971,1.02811,1.02969,1.0305158
2025-01-10 10:00:00,1.02971,1.03117,1.02926,1.03027,1.0304184
2025-01-10 11:00:00,1.03025,1.03057,1.02991,1.02998,1.0303536
2025-01-10 12:00:00,1.02999,1.03057,1.02997,1.03022,1.0303208
2025-01-10 13:00:00,1.03022,1.03053,1.02987,1.03016,1.0302852
2025-01-10 14:00:00,1.03015,1.03092,1.0299,1.03055,1.0302584000000001
2025-01-10 15:00:00,1.03053,1.03117,1.02128,1.02563,1.0301757999999999
2025-01-10 16:00:00,1.02562,1.02727,1.02442,1.02516,1.0301137999999999
2025-01-10 17:00:00,1.02502,1.02786,1.02361,1.02503,1.030008
2025-01-10 18:00:00,1.02499,1.02511,1.02274,1.0237,1.0298996
2025-01-10 19:00:00,1.02372,1.02505,1.02327,1.02444,1.0297854000000002
2025-01-10 20:00:00,1.02443,1.02459,1.02358,1.02414,1.0296433999999999
2025-01-10 21:00:00,1.02417,1.02488,1.02345,1.02454,1.0295239999999999
2025-01-10 22:00:00,1.02454,1.02459,1.02369,1.02446,1.0293877999999999
2025-01-10 23:00:00,1.02445,1.02487,1.0238,1.02404,1.029251
2025-01-13 00:00:00,1.0231,1.0246,1.02248,1.0246,1.0291108000000002
2025-01-13 01:00:00,1.02458,1.02468,1.02388,1.02429,1.0289668
2025-01-13 02:00:00,1.0243,1.02452,1.02365,1.02422,1.0288152000000002
2025-01-13 03:00:00,1.02423,1.02497,1.02392,1.02416,1.028672
2025-01-13 04:00:00,1.02416,1.0245,1.02383,1.02401,1.0285264
2025-01-13 05:00:00,1.02399,1.02404,1.02128,1.02151,1.0283282
2025-01-13 06:00:00,1.02152,1.02197,1.02077,1.02116,1.0281186
2025-01-13 07:00:00,1.02116,1.02203,1.02102,1.02193,1.0279352
2025-01-13 08:00:00,1.02193,1.02247,1.02144,1.02172,1.0277518
2025-01-13 09:00:00,1.02162,1.02235,1.02075,1.02152,1.0275691999999998
2025-01-13 10:00:00,1.02151,1.02311,1.02136,1.02213,1.0274118
2025-01-13 11:00:00,1.02213,1.0224,1.01772,1.01932,1.0272164000000001
2025-01-13 12:00:00,1.0193,1.02073,1.01927,1.0202,1.0270054
2025-01-13 13:00:00,1.02019,1.02038,1.01859,1.01957,1.0267852
2025-01-13 14:00:00,1.0196,1.0206,1.01878,1.02027,1.0265845999999998
2025-01-13 15:00:00,1.02027,1.02204,1.01963,1.02083,1.0263992
2025-01-13 16:00:00,1.02084,1.02127,1.02003,1.0208,1.0262088
2025-01-13 17:00:00,1.02082,1.02088,1.01957,1.01968,1.0259868
2025-01-13 18:00:00,1.01968,1.02173,1.01916,1.02082,1.0257888000000002
2025-01-13 19:00:00,1.0208,1.02193,1.02069,1.02178,1.0256262
2025-01-13 20:00:00,1.02179,1.02213,1.02122,1.0216,1.0254638
2025-01-13 21:00:00,1.0216,1.02161,1.02071,1.02071,1.0252836
2025-01-13 22:00:00,1.02071,1.02174,1.02069,1.02166,1.0251168
2025-01-13 23:00:00,1.02168,1.02463,1.02162,1.02412,1.0250035999999998
2025-01-14 00:00:00,1.02424,1.02716,1.0237,1.02584,1.0249186000000001
2025-01-14 01:00:00,1.02578,1.02773,1.0251,1.02638,1.0248478
2025-01-14 02:00:00,1.02637,1.02638,1.02456,1.02479,1.024744
2025-01-14 03:00:00,1.02475,1.02498,1.0241,1.02489,1.024649
2025-01-14 04:00:00,1.0249,1.02501,1.02385,1.02446,1.0245474
2025-01-14 05:00:00,1.02444,1.0255,1.02437,1.02484,1.0244408
2025-01-14 06:00:00,1.02484,1.02548,1.02451,1.02501,1.0243378
2025-01-14 07:00:00,1.025,1.02516,1.02422,1.02447,1.0242306
2025-01-14 08:00:00,1.02447,1.02531,1.02447,1.02524,1.0241454
2025-01-14 09:00:00,1.02527,1.02659,1.02499,1.02542,1.0240824000000002
2025-01-14 10:00:00,1.02549,1.02747,1.02529,1.02615,1.0240422
2025-01-14 11:00:00,1.02614,1.02664,1.02535,1.02595,1.0239673999999999
2025-01-14 12:00:00,1.0259,1.02634,1.02519,1.02599,1.0238817999999998
2025-01-14 13:00:00,1.02599,1.0263,1.02523,1.02538,1.0237898
2025-01-14 14:00:00,1.02535,1.02551,1.02394,1.02476,1.0236806
2025-01-14 15:00:00,1.02478,1.02732,1.02406,1.02529,1.0235832
2025-01-14 16:00:00,1.02533,1.02744,1.02434,1.0268,1.0235082
2025-01-14 17:00:00,1.0268,1.02956,1.0263,1.02948,1.0235852
2025-01-14 18:00:00,1.02947,1.0304,1.02828,1.02913,1.0236646
2025-01-14 19:00:00,1.02913,1.02913,1.02789,1.02881,1.0237402
2025-01-14 20:00:00,1.02882,1.03003,1.02867,1.02991,1.0238644
2025-01-14 21:00:00,1.02991,1.03054,1.02963,1.0298,1.0239716
2025-01-14 22:00:00,1.0298,1.03084,1.02965,1.03017,1.0240922000000001
2025-01-14 23:00:00,1.03018,1.03083,1.03006,1.03064,1.0242142
2025-01-15 00:00:00,1.03064,1.03073,1.03002,1.03065,1.024338
2025-01-15 01:00:00,1.03057,1.0308,1.03021,1.0306,1.0244692
2025-01-15 02:00:00,1.0306,1.0306,1.02996,1.03011,1.0245794
2025-01-15 03:00:00,1.03009,1.03047,1.02978,1.02999,1.0246933999999999
2025-01-15 04:00:00,1.03,1.03013,1.02952,1.0297,1.024803
2025-01-15 05:00:00,1.02971,1.03021,1.02963,1.03018,1.0249234
2025-01-15 06:00:00,1.03017,1.03025,1.02973,1.03023,1.0250478
2025-01-15 07:00:00,1.03022,1.0305,1.02926,1.02931,1.0252038
2025-01-15 08:00:00,1.02931,1.02985,1.02917,1.0296,1.0253725999999999
2025-01-15 09:00:00,1.02974,1.03081,1.02866,1.03057,1.0255454
2025-01-15 10:00:00,1.03051,1.0317,1.02941,1.02964,1.0257038
2025-01-15 11:00:00,1.02963,1.0313,1.0296,1.03097,1.0258928
2025-01-15 12:00:00,1.03096,1.0314,1.03007,1.03073,1.0260647999999999
2025-01-15 13:00:00,1.03074,1.03121,1.02995,1.0301,1.0262804
2025-01-15 14:00:00,1.0301,1.03063,1.02934,1.02997,1.0264758
2025-01-15 15:00:00,1.02995,1.03543,1.0296,1.0344,1.0267724
2025-01-15 16:00:00,1.03444,1.03456,1.03251,1.03272,1.0270213999999998
2025-01-15 17:00:00,1.03265,1.03308,1.02988,1.0306,1.0272168000000002
2025-01-15 18:00:00,1.03058,1.03077,1.02579,1.0281,1.0273628
2025-01-15 19:00:00,1.0281,1.02932,1.02808,1.02855,1.0275402
2025-01-15 20:00:00,1.02859,1.0293,1.02844,1.02921,1.0277079999999998
2025-01-15 21:00:00,1.02921,1.02944,1.0289,1.02932,1.0278588
2025-01-15 22:00:00,1.02931,1.02987,1.02902,1.02958,1.0280183999999999
2025-01-15 23:00:00,1.02959,1.02961,1.02865,1.02875,1.0281791999999998
2025-01-16 00:00:00,1.02854,1.02928,1.02809,1.02916,1.0283292
2025-01-16 01:00:00,1.02919,1.02955,1.02905,1.02951,1.028437
2025-01-16 02:00:00,1.0295,1.02997,1.02848,1.02988,1.0285178000000001
2025-01-16 03:00:00,1.02989,1.02995,1.02875,1.02889,1.028568
2025-01-16 04:00:00,1.02894,1.02928,1.02847,1.02868,1.0286458
2025-01-16 05:00:00,1.02868,1.02889,1.02845,1.02888,1.0287256
2025-01-16 06:00:00,1.02888,1.02937,1.02854,1.02869,1.0288102
2025-01-16 07:00:00,1.0287,1.0287,1.02807,1.02822,1.0288778
2025-01-16 08:00:00,1.02823,1.02895,1.02821,1.02887,1.028955
2025-01-16 09:00:00,1.02885,1.03013,1.02857,1.02974,1.0290603999999999
2025-01-16 10:00:00,1.02979,1.02999,1.02879,1.02959,1.0291474
2025-01-16 11:00:00,1.02958,1.02988,1.02815,1.0286,1.0292109999999999
2025-01-16 12:00:00,1.0286,1.0296,1.02826,1.02853,1.0292586
2025-01-16 13:00:00,1.02855,1.02918,1.02839,1.02901,1.0293198000000001
2025-01-16 14:00:00,1.029,1.029,1.0264,1.02716,1.0293432
2025-01-16 15:00:00,1.02716,1.0285,1.02599,1.02815,1.0293986000000002
2025-01-16 16:00:00,1.02807,1.02837,1.02677,1.02791,1.0294616
2025-01-16 17:00:00,1.02791,1.03056,1.02741,1.03008,1.0295573999999998
2025-01-16 18:00:00,1.03009,1.03114,1.02861,1.03022,1.0296258
2025-01-16 19:00:00,1.03024,1.0315,1.02941,1.02963,1.0296288000000002
2025-01-16 20:00:00,1.02961,1.03026,1.02934,1.03001,1.0296464
2025-01-16 21:00:00,1.02998,1.03076,1.02975,1.03017,1.0296736
2025-01-16 22:00:00,1.03017,1.03037,1.02971,1.03001,1.0296756
2025-01-16 23:00:00,1.02996,1.03032,1.02929,1.02933,1.0296661999999999
2025-01-17 00:00:00,1.02965,1.03021,1.02924,1.03011,1.029665
2025-01-17 01:00:00,1.03005,1.03041,1.02998,1.03013,1.0296548
2025-01-17 02:00:00,1.03013,1.03065,1.02981,1.03047,1.0296512
2025-01-17 03:00:00,1.03048,1.03094,1.03014,1.03047,1.0296486
2025-01-17 04:00:00,1.03052,1.0309,1.03029,1.03032,1.0296528
2025-01-17 05:00:00,1.03032,1.03049,1.02998,1.03005,1.029654
2025-01-17 06:00:00,1.03005,1.03009,1.02918,1.02936,1.0296472
2025-01-17 07:00:00,1.02936,1.0295,1.02874,1.0293,1.0296296
2025-01-17 08:00:00,1.02932,1.02938,1.02851,1.02898,1.0296045999999999
2025-01-17 09:00:00,1.02887,1.02908,1.02774,1.02844,1.0295872
2025-01-17 10:00:00,1.02846,1.02985,1.02846,1.02969,1.029589
2025-01-17 11:00:00,1.0297,1.03038,1.02891,1.02964,1.0295703999999999
2025-01-17 12:00:00,1.02967,1.0306,1.02965,1.03034,1.0295844
2025-01-17 13:00:00,1.03034,1.03097,1.02988,1.03045,1.029574
2025-01-17 14:00:00,1.03044,1.03064,1.02901,1.02928,1.0295450000000002
2025-01-17 15:00:00,1.0293,1.02994,1.02854,1.029,1.029523
2025-01-17 16:00:00,1.029,1.03022,1.02651,1.02984,1.0295204
2025-01-17 17:00:00,1.02984,1.03303,1.02955,1.02989,1.0294302
2025-01-17 18:00:00,1.02987,1.03001,1.02818,1.02861,1.029348
2025-01-17 19:00:00,1.0286,1.0291,1.02788,1.02807,1.0292974
2025-01-17 20:00:00,1.02807,1.02919,1.02789,1.02809,1.0292972
2025-01-17 21:00:00,1.02809,1.02841,1.02727,1.0276,1.0292782
2025-01-17 22:00:00,1.0276,1.02814,1.02735,1.02753,1.0292446
2025-01-17 23:00:00,1.0275,1.02752,1.02687,1.02705,1.0291992
2025-01-20 00:00:00,1.02731,1.02785,1.02687,1.02739,1.0291553999999998
2025-01-20 01:00:00,1.02736,1.02803,1.02663,1.02802,1.0291408
2025-01-20 02:00:00,1.02802,1.029,1.02778,1.02862,1.0291299999999999
2025-01-20 03:00:00,1.02859,1.02926,1.02789,1.0290300000000001,1.0291203999999998
2025-01-20 04:00:00,1.02904,1.02921,1.02868,1.02909,1.0291046
2025-01-20 05:00:00,1.0291,1.03062,1.02907,1.0306,1.0291388000000001
2025-01-20 06:00:00,1.03061,1.0307,1.03015,1.03041,1.0291734
2025-01-20 07:00:00,1.03041,1.03062,1.03016,1.03024,1.0292006
2025-01-20 08:00:00,1.03024,1.03187,1.02994,1.03103,1.0292474
2025-01-20 09:00:00,1.03104,1.03184,1.03058,1.03168,1.0293166
2025-01-20 10:00:00,1.03171,1.03175,1.03068,1.03098,1.0293588
2025-01-20 11:00:00,1.03097,1.03168,1.0305,1.0306,1.029376
2025-01-20 12:00:00,1.03061,1.03224,1.03061,1.03149,1.029414
2025-01-20 13:00:00,1.03148,1.03263,1.03129,1.03258,1.0294936
2025-01-20 14:00:00,1.03259,1.03263,1.03149,1.03202,1.0295634
2025-01-20 15:00:00,1.03196,1.03998,1.03083,1.03977,1.0297786
2025-01-20 16:00:00,1.03979,1.04298,1.03794,1.04149,1.0300652000000001
2025-01-20 17:00:00,1.04149,1.04297,1.03848,1.04003,1.0303028
2025-01-20 18:00:00,1.04004,1.04056,1.03905,1.03983,1.0305412
2025-01-20 19:00:00,1.03984,1.04021,1.03531,1.03855,1.0307106
2025-01-20 20:00:00,1.03855,1.03965,1.03832,1.03965,1.0308992000000001
2025-01-20 21:00:00,1.03965,1.04231,1.03903,1.0421,1.0311485999999999
2025-01-20 22:00:00,1.04203,1.04341,1.04118,1.0416,1.0313804
2025-01-20 23:00:00,1.0416,1.04192,1.04099,1.04131,1.0316032
2025-01-21 00:00:00,1.04133,1.0416,1.03997,1.04123,1.0318276
2025-01-21 01:00:00,1.04103,1.04253,1.04103,1.04208,1.0320826
2025-01-21 02:00:00,1.04209,1.04343,1.03522,1.0362,1.0322044000000001
2025-01-21 03:00:00,1.03622,1.03974,1.03556,1.03701,1.032342
2025-01-21 04:00:00,1.037,1.03902,1.03691,1.03874,1.0325074
2025-01-21 05:00:00,1.03875,1.04004,1.03852,1.03874,1.0326728
2025-01-21 06:00:00,1.03873,1.03989,1.03847,1.03897,1.0328457999999998
2025-01-21 07:00:00,1.03898,1.03921,1.03773,1.03787,1.0330022
2025-01-21 08:00:00,1.03789,1.03813,1.03663,1.03689,1.0331528
2025-01-21 09:00:00,1.03683,1.03858,1.0365,1.03735,1.0333138
2025-01-21 10:00:00,1.03733,1.03733,1.03498,1.03609,1.0334560000000002
2025-01-21 11:00:00,1.03605,1.03636,1.0342,1.03536,1.0335944
2025-01-21 12:00:00,1.03535,1.03593,1.03431,1.03528,1.0337062000000001
2025-01-21 13:00:00,1.03531,1.03579,1.0343,1.03531,1.0338196000000002
2025-01-21 14:00:00,1.03534,1.03581,1.03456,1.03539,1.0339206
2025-01-21 15:00:00,1.0354,1.03777,1.03527,1.03775,1.0340666
2025-01-21 16:00:00,1.03783,1.03983,1.03728,1.03867,1.0342544
2025-01-21 17:00:00,1.03875,1.04103,1.03786,1.04006,1.0344756000000002
2025-01-21 18:00:00,1.04002,1.04227,1.03983,1.04223,1.0347234
2025-01-21 19:00:00,1.04224,1.04299,1.04209,1.04212,1.034968
2025-01-21 20:00:00,1.04212,1.04353,1.04197,1.04289,1.0352536
2025-01-21 21:00:00,1.04289,1.04304,1.04158,1.04179,1.035528
2025-01-21 22:00:00,1.04179,1.04214,1.04158,1.04199,1.035806
2025-01-21 23:00:00,1.04193,1.04297,1.04187,1.04242,1.0361024
2025-01-22 00:00:00,1.04259,1.04325,1.04198,1.04254,1.0364026000000002
2025-01-22 01:00:00,1.0425200000000001,1.04275,1.03925,1.04057,1.036673
2025-01-22 02:00:00,1.04056,1.04244,1.04056,1.0423,1.0369712000000002
2025-01-22 03:00:00,1.04231,1.04232,1.04075,1.04095,1.0372298
2025-01-22 04:00:00,1.04092,1.04162,1.04061,1.04135,1.0374844
2025-01-22 05:00:00,1.04136,1.04155,1.04099,1.04117,1.0377272
2025-01-22 06:00:00,1.04118,1.04212,1.04111,1.04171,1.0379796000000001
2025-01-22 07:00:00,1.04171,1.04179,1.04082,1.04155,1.0381986
2025-01-22 08:00:00,1.04155,1.04184,1.03999,1.04037,1.0383978
2025-01-22 09:00:00,1.04041,1.04196,1.04032,1.04115,1.038616
2025-01-22 10:00:00,1.04117,1.04239,1.04094,1.0423,1.0388414
2025-01-22 11:00:00,1.04231,1.04472,1.04196,1.04463,1.0391004000000001
2025-01-22 12:00:00,1.04466,1.04572,1.04427,1.04498,1.0393804
2025-01-22 13:00:00,1.04497,1.04562,1.04404,1.04427,1.0396538000000002
2025-01-22 14:00:00,1.04427,1.04427,1.04311,1.04379,1.0398998
2025-01-22 15:00:00,1.0438,1.04456,1.04222,1.04316,1.0401114
2025-01-22 16:00:00,1.04312,1.04317,1.04141,1.04246,1.0403202
2025-01-22 17:00:00,1.04246,1.04247,1.04146,1.04199,1.0403646
2025-01-22 18:00:00,1.04198,1.04227,1.04121,1.04193,1.0403734
2025-01-22 19:00:00,1.04193,1.04203,1.04119,1.04169,1.0404065999999998
2025-01-22 20:00:00,1.0417,1.04211,1.04119,1.0416,1.040442
2025-01-22 21:00:00,1.0416,1.04227,1.04155,1.04201,1.0405112
2025-01-22 22:00:00,1.042,1.04228,1.04112,1.0412,1.0405422
2025-01-22 23:00:00,1.0412,1.0413000000000001,1.04053,1.04053,1.0405108
2025-01-23 00:00:00,1.04053,1.04119,1.04042,1.04072,1.0404932
2025-01-23 01:00:00,1.04063,1.04092,1.04053,1.04077,1.0404824000000001
2025-01-23 02:00:00,1.04077,1.04116,1.04068,1.041,1.0404778
2025-01-23 03:00:00,1.04101,1.04158,1.04019,1.04036,1.0404434
2025-01-23 04:00:00,1.04035,1.04061,1.03969,1.04036,1.0405266
2025-01-23 05:00:00,1.04035,1.0409,1.04029,1.04087,1.0406038000000002
2025-01-23 06:00:00,1.04087,1.04127,1.04086,1.04107,1.0406503999999999
2025-01-23 07:00:00,1.04108,1.04115,1.0404,1.04052,1.040686
2025-01-23 08:00:00,1.04053,1.0412,1.04028,1.04032,1.040713
2025-01-23 09:00:00,1.0403,1.04054,1.03899,1.04,1.0407556
2025-01-23 10:00:00,1.04,1.04025,1.03902,1.03939,1.0408055999999999
2025-01-23 11:00:00,1.03939,1.04147,1.03934,1.04116,1.0408818
2025-01-23 12:00:00,1.04117,1.04203,1.04099,1.0411299999999999,1.0409826
2025-01-23 13:00:00,1.0411299999999999,1.0414,1.0401,1.04031,1.0410816
2025-01-23 14:00:00,1.04031,1.0406,1.0394,1.04034,1.0411828
2025-01-23 15:00:00,1.04034,1.04149,1.03972,1.04105,1.0412976
2025-01-23 16:00:00,1.0411299999999999,1.04178,1.04057,1.04084,1.0414066
2025-01-23 17:00:00,1.04087,1.04097,1.03869,1.03971,1.0414458
2025-01-23 18:00:00,1.03971,1.04289,1.03721,1.04194,1.0415112
2025-01-23 19:00:00,1.04194,1.04379,1.04137,1.04353,1.0415805999999999
2025-01-23 20:00:00,1.04354,1.04369,1.04216,1.04238,1.0415836
2025-01-23 21:00:00,1.04238,1.04266,1.04199,1.04227,1.0415866
2025-01-23 22:00:00,1.04225,1.04288,1.04158,1.04175,1.0415638
2025-01-23 23:00:00,1.04168,1.04194,1.04101,1.04145,1.041557
2025-01-24 00:00:00,1.04109,1.04179,1.04108,1.04159,1.041549
2025-01-24 01:00:00,1.04156,1.04178,1.04125,1.04155,1.0415316
2025-01-24 02:00:00,1.04156,1.0423,1.04132,1.0419100000000001,1.041519
2025-01-24 03:00:00,1.0419100000000001,1.04201,1.04116,1.04159,1.0415394
2025-01-24 04:00:00,1.04158,1.04489,1.04158,1.04489,1.0415912
2025-01-24 05:00:00,1.04485,1.04537,1.04364,1.04461,1.0416644000000002
2025-01-24 06:00:00,1.0446,1.04513,1.04432,1.04472,1.0417318
2025-01-24 07:00:00,1.04472,1.04537,1.04437,1.0451,1.0418104
2025-01-24 08:00:00,1.04512,1.04702,1.04492,1.0457,1.0418902
2025-01-24 09:00:00,1.0457,1.04648,1.04472,1.0461,1.0419812
2025-01-24 10:00:00,1.04607,1.04949,1.04578,1.04935,1.0421608
2025-01-24 11:00:00,1.04924,1.05149,1.04908,1.04942,1.0423262
2025-01-24 12:00:00,1.04942,1.04977,1.0486,1.0489,1.0424582
2025-01-24 13:00:00,1.0489,1.0493,1.0481,1.04859,1.0425373999999998
2025-01-24 14:00:00,1.04859,1.04875,1.04732,1.04736,1.0425849999999999
2025-01-24 15:00:00,1.04738,1.04799,1.04635,1.04685,1.0426365999999998
2025-01-24 16:00:00,1.04685,1.04938,1.04671,1.04909,1.0427426000000002
2025-01-24 17:00:00,1.04907,1.05204,1.04896,1.05163,1.042912
2025-01-24 18:00:00,1.05161,1.05202,1.05045,1.05145,1.0430918
2025-01-24 19:00:00,1.05142,1.05214,1.05098,1.0511,1.043274
2025-01-24 20:00:00,1.05108,1.05118,1.04939,1.0495,1.0434254
2025-01-24 21:00:00,1.04953,1.04984,1.04919,1.04953,1.0435822000000001
2025-01-24 22:00:00,1.04945,1.0496,1.04881,1.04945,1.0437392
2025-01-24 23:00:00,1.04946,1.04972,1.04904,1.04919,1.0438828
2025-01-27 00:00:00,1.04751,1.04923,1.04743,1.04817,1.0440222
2025-01-27 01:00:00,1.04859,1.04859,1.04651,1.04674,1.0441464
2025-01-27 02:00:00,1.04679,1.0476,1.04652,1.04726,1.0442772
2025-01-27 03:00:00,1.04724,1.04788,1.04612,1.04627,1.0443872
2025-01-27 04:00:00,1.04626,1.04664,1.0459,1.04658,1.0444988000000002
2025-01-27 05:00:00,1.04658,1.04773,1.04632,1.04683,1.0446282
2025-01-27 06:00:00,1.04685,1.04688,1.04598,1.04631,1.0447472
2025-01-27 07:00:00,1.04632,1.04645,1.04559,1.04628,1.0448554
2025-01-27 08:00:00,1.04628,1.04652,1.04569,1.04591,1.0449522
2025-01-27 09:00:00,1.04593,1.0471,1.04539,1.0457,1.0450557999999999
2025-01-27 10:00:00,1.04566,1.04886,1.04544,1.04875,1.0452244
2025-01-27 11:00:00,1.04876,1.04937,1.04751,1.04886,1.0454016
2025-01-27 12:00:00,1.04888,1.05088,1.04888,1.05053,1.0456244000000001
2025-01-27 13:00:00,1.05051,1.05181,1.05044,1.0513,1.0458272
2025-01-27 14:00:00,1.05132,1.0528,1.05088,1.05212,1.0460470000000002
